Changes.Transects,Changes.Dates,Changes.Dates2,Changes.Years,Changes.Years.Eras,Changes.Distances,Changes.Dist.Eras,Rates.Consec.Eras
17,-16528,1924-10-01,57.786301369863,57.786301369863,164.699002462855,164.699002462855,2.85013919490527
17,-13187,1933-11-24,66.9397260273973,9.15342465753425,184.511564444342,19.812561981487,2.16449719342795
17,-6809,1951-05-12,84.413698630137,17.4739726027397,139.792452012899,-44.7191124314427,-2.55918407611737
17,1568,1974-04-18,107.364383561644,22.9506849315068,200.852115833013,61.0596638201141,2.66047239994529
17,12381,2003-11-25,136.98904109589,29.6246575342466,535.456884522648,334.604768689635,11.2948063046071
17,13208,2006-03-01,139.254794520548,2.26575342465753,607.920866087828,72.4639815651797,31.9822893244143
18,-37620,1867-01-01,0,0,0,0,0
18,-16528,1924-10-01,57.786301369863,57.786301369863,159.142657769189,159.142657769189,2.75398587548616
18,-13187,1933-11-24,66.9397260273973,9.15342465753425,193.640098016593,34.4974402474034,3.76880146372411
18,-6809,1951-05-12,84.413698630137,17.4739726027397,144.618361675849,-49.0217363407438,-2.80541451307173
18,1568,1974-04-18,107.364383561644,22.9506849315068,148.906555948281,4.28819427243184,0.186843847372284
18,12381,2003-11-25,136.98904109589,29.6246575342466,569.651602363581,420.7450464153,14.2025286175515
18,13208,2006-03-01,139.254794520548,2.26575342465753,641.530924494802,71.8793221312212,31.7242473735136
19,-37620,1867-01-01,0,0,0,0,0
19,-16528,1924-10-01,57.786301369863,57.786301369863,155.982707178106,155.982707178106,2.69930249004403
19,-13187,1933-11-24,66.9397260273973,9.15342465753425,201.037760443892,45.055053265786,4.92220725591496
19,-6809,1951-05-12,84.413698630137,17.4739726027397,162.844114805951,-38.1936456379413,-2.18574485071317
19,1568,1974-04-18,107.364383561644,22.9506849315068,161.110292388263,-1.7338224176878,-0.075545563143852
19,12381,2003-11-25,136.98904109589,29.6246575342466,609.771564232185,448.661271843923,15.1448593566107
19,13208,2006-03-01,139.254794520548,2.26575342465753,654.169914776666,44.3983505444802,19.5954025982289
20,-37620,1867-01-01,0,0,0,0,0
20,-16528,1924-10-01,57.786301369863,57.786301369863,153.940805570088,153.940805570088,2.66396709809796
20,-13187,1933-11-24,66.9397260273973,9.15342465753425,210.854605588776,56.9138000186875,6.21776025346332
20,-6809,1951-05-12,84.413698630137,17.4739726027397,194.077541630453,-16.7770639583223,-0.960117332202517
20,1568,1974-04-18,107.364383561644,22.9506849315068,178.179499829644,-15.8980418008088,-0.692704459507604
20,12381,2003-11-25,136.98904109589,29.6246575342466,582.837864239956,404.658364410311,13.6595119772278
20,13208,2006-03-01,139.254794520548,2.26575342465753,605.659182376732,22.8213181367765,10.072286723003
