"TRANSECT","01/01/1855 12:00:01 AM","01/01/1867 12:00:01 AM","08/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM","11/24/1933 12:00:01 AM","05/12/1951 12:00:01 AM","04/18/1974 12:00:01 AM","12/29/2002 12:00:01 AM","11/25/2003 12:00:01 AM","03/01/2006 12:00:01 AM"
"499",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"500",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"501",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"502",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"503",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"504",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"505",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"506",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"507",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"508",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"509",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"510",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"511",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"512",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"513",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"514",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"515",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"516",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"517",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"518",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"519",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"520",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"521",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"522",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"523",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"524",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"525",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"526",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"527",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"528",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"529",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"530",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"531",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"532",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"533",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"534",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"535",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"536",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"537",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"538",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"539",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"540",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"541",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"542",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"543",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"544",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"545",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"546",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"547",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"548",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"549",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"550",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"551",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"552",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"553",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"554",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"555",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"556",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"557",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"558",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"559",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"560",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"561",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"562",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"563",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"564",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"565",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"566",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"567",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"568",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"569",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"570",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"571",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"572",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"573",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"574",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"575",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"576",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"577",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"578",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"579",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"580",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"581",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"582",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"583",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"584",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"585",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
"586",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,"Natural.Mean High Water",NA,"Natural.Mean High Water Or Apparent.Marsh",NA,NA,NA
